"Compiled from boardgamegeek.com by Matt Borthwick",gameID,rating,comment
37567,63628,3,"It is a really cool concept.  Unfortunately, this doesn't feel developed, not surprising from a Kickstarter project.  It suffers from a massive run-away leader problem, it effectively eliminates players and leaves them with little to do, it expects players to debilitate their defenses by trying to stop a runaway leader, and the deck large and is shuffled together entirely so outside of the set there is nothing remotely close to a planned dispersion of card types with no way to prevent clumping of essential cards.    Three players really doesn't work, as the runaway leader can flood the guy to his right, so that they have to clear their board to do anything giving the workers back to the leader again.  This forces the other player to insure that they can get the espionage, which is not always possible, especially with the player to his right always reassembling.  Worse than that is that one player is expected to take the hit in efficiency in order to pound on the leader while the other player can just glide by without having to be responsible for it.    Plus, pounding the leader games tend to suck, but at least most of them are in fillers that end in 20 minutes.  This takes hours.  On top of all that, it really is yet another worker placement euro, with nothing particularly special about it other than the theme.  If it were the case where the game was tight that might be enough, but everything is so half baked here.  ******THIS GOT THE BONE*******"
99309,71721,7,"Let me tell you what it's like to shuffle deck chairs on the Titanic."
29518,37904,6,"CAMBIO"
81415,22545,9.7,"In Germany we have no meeple for the sixth player. The black meeple are missing. 50 Euro is a lot of money. "
63800,54998,8.8,"What a fun game. Every one who gets a go at it praises it. "
157858,478,8,"Very fun card game."
152869,31260,9,"Everyone loves dirt farming.  Well, at least I do."
17788,12,7.11,"I really liked the unique bidding found in this game. The theme and components are nice and are greatly enhanced by having a player aid found in the files section of BGG. I am eager to play again. Would love to have it in my colleciton."
1248,822,10,"Easy to learn and play, great for young players as well.  I've yet to teach a person to play who hasn't enjoyed the game."
30089,320,7,"The best word game ever created"
35483,102652,8,"Super simple rules with a great summary. Fantastic value for what you get in the box. This game feels like you are building a new comic book adventure to be inside every time you play."
119795,9209,6,"Most of my friends enjoy this one more than I do. Perhaps I haven't caught on to the competitive aspect of the game yet, but it seems we mostly focus entirely on our own tickets and ignore everyone else unless there is obvious overlap threatening, in which case it's just the first person to randomly draw enough cards (which does lead to some tense moments at least). Not a wide enough variety of meaningful choices on one's turn, IMO."
153927,503,5,"Pastel camels, fer sure, but not so great with only 2 players.  Traded away in 'Murica MT 07/2013 for De Vulgari Eloquentia + Battl Kha'os"
15162,119890,7.5,"Complexity 3"
109639,40692,7.5,"Bought this to up the number of light games in my collection.  Is doing its job very well."
49577,41114,4.7,"I do like deduction games because I like to deduct. If you are in this game a saboteur, there is no deduction at all for you and you just try to keep your cover up.  Update: I found out that although I do like deduction games, I don't like hidden character/traitor games."
58083,92828,7.22,"4-12 Best with 6 Absolutely no strategy required! It's one of those game that you don't care much about winning but it can become quite frustrating if you're losing. I enjoy it once in a while although I only play it with kids, older people and non-gamers."
94174,3201,7,"Replaced by the ""The Luxe Version""."
